"files","label"
"images/sedgwick_2011_09_25_120000.jpg",2
"images/ninemileprairie_2016_01_24_120005.jpg",2
"images/kendall_2013_10_25_120111.jpg",0
"images/pasayten_2002_06_24_120000.jpg",2
"images/glacier_2018_01_01_120030.jpg",3
"images/lethbridge_2017_04_02_120107.jpg",3
"images/rosemountc6_2016_06_12_120000.jpg",1
"images/hubbardbrooksfws_2014_09_20_110216.jpg",3
"images/vaira_2016_02_06_120104.jpg",1
"images/monture_2008_02_26_120000.jpg",3
"images/howland1_2013_09_29_120144.jpg",0
"images/turtleback_2008_08_16_100000.jpg",1
"images/aguatibianorth_2004_04_17_120000.jpg",3
"images/bridger_2013_12_11_120018.jpg",1
"images/ahwahnee_2012_08_21_120003.jpg",3
"images/imcrkridge1_2016_05_19_120606.jpg",2
"images/NEON.D14.JORN.DP1.00033_2017_09_15_120006.jpg",2
"images/kelloggcornsoy2_2016_02_27_120035.jpg",2
"images/nevcanspg4a_2016_11_14_112905.jpg",0
"images/burnssagebrush_2015_10_25_123105.jpg",3
"images/umichbiological2_2009_09_05_120127.jpg",1
"images/NEON.D10.CPER.DP1.00033_2016_12_30_120006.jpg",3
"images/uiefprairie_2010_10_09_122059.jpg",0
"images/joshuatree_2002_09_28_110000.jpg",0
"images/nationalcapital_2015_05_02_120115.jpg",1
"images/intervale_2016_02_03_120007.jpg",3
"images/springfieldma_2013_11_05_120104.jpg",1
"images/burnssagebrush_2016_11_17_120105.jpg",2
"images/underhill_2010_04_30_120600.jpg",2
"images/NEON.D19.HEAL.DP1.00033_2017_08_17_120006.jpg",3
"images/kamuela_2012_09_24_120143.jpg",3
"images/arbutuslake_2012_10_29_120132.jpg",3
"images/uiefswitchgrass_2011_07_29_113751.jpg",3
"images/harvardhemlock_2017_05_30_120145.jpg",3
"images/bbc4_2016_05_18_120007.jpg",1
"images/windriver_2014_06_02_120135.jpg",1
"images/proctor_2011_07_06_114638.jpg",2
"images/bostonu_2013_05_30_120101.jpg",2
"images/joshuatree_2009_06_05_120100.jpg",3
"images/smokylook_2009_07_19_120200.jpg",2
"images/caryinstitute_2016_10_15_120939.jpg",0
"images/bigbend_2013_08_08_130016.jpg",1
"images/cucamongasouth_2017_05_09_120026.jpg",3
"images/vaira_2010_05_23_120200.jpg",0
"images/ncssm_2014_04_09_120103.jpg",1
"images/konza_2012_08_27_120106.jpg",1
"images/shahariya_2013_01_16_120000.jpg",1
"images/columbiarivergorge_2013_07_03_120202.jpg",0
"images/shermanpeak2_2013_03_14_120337.jpg",3
"images/bridger_2009_04_17_120000.jpg",3
"images/sevilletagrass_2017_04_25_120008.jpg",3
"images/bullshoals_2016_05_05_120002.jpg",0
"images/mead2_2017_01_12_120606.jpg",3
"images/harvard_2009_12_04_120139.jpg",1
"images/kelloggcorn_2016_04_01_110300.jpg",2
"images/freemanwood_2013_08_17_120107.jpg",0
"images/parkridge_2015_04_01_120109.jpg",2
"images/laurentides_2016_02_20_120046.jpg",3
"images/boundarywaters_2017_12_19_120045.jpg",3
"images/northcascades_2004_07_01_130000.jpg",1
"images/NEON.D18.TOOL.DP1.00033_2017_12_18_120006.jpg",0
"images/bartlett_2015_09_12_115954.jpg",3
"images/cucamongasouth_2007_08_15_120000.jpg",1
"images/bartlett_2016_02_03_115936.jpg",3
"images/mead1_2017_09_17_114607.jpg",0
"images/uiefmiscanthus_2014_07_08_120000.jpg",1
"images/armoklahoma_2004_06_26_075841.jpg",0
"images/ashburnham_2013_04_18_120105.jpg",1
"images/lacclair_2014_10_10_120008.jpg",0
"images/shamrock_2008_03_27_120000.jpg",1
"images/kendall_2017_07_31_120125.jpg",1
"images/gcesapelo_2016_09_28_120002.jpg",1
"images/joycekilmer_2013_12_16_120038.jpg",1
"images/bostonu_2017_09_03_120924.jpg",3
"images/eastend_2015_07_25_114500.jpg",0
"images/mandanh5_2017_07_27_120008.jpg",3
"images/sanjacinto_2017_07_22_120112.jpg",1
"images/columbiarivergorge_2008_10_15_120300.jpg",1
"images/uiefmiscanthus_2009_09_21_122112.jpg",1
"images/uiefmiscanthus_2009_07_28_121843.jpg",3
"images/smokypurchase_2015_07_21_120125.jpg",3
"images/olympic_2013_04_24_120343.jpg",0
"images/oregonYP_2016_07_15_120108.jpg",0
"images/yatir_2012_01_25_120000.jpg",1
"images/ossipeelake_2008_05_14_120500.jpg",0
"images/bostonu_2017_04_27_120104.jpg",1
"images/hubbardbrook_2015_02_10_120134.jpg",3
"images/merbleue_2014_02_14_120105.jpg",3
"images/missouriozarks_2015_12_16_120113.jpg",1
"images/cafcookeastltar01_2018_03_18_120007.jpg",3
"images/torgnon-ld_2017_07_10_120000.jpg",3
"images/ivotuk_2011_06_30_120001.jpg",3
"images/northattleboroma_2013_12_14_120106.jpg",3
"images/mead1_2017_12_15_114606.jpg",1
"images/armoklahoma_2008_02_22_095953.jpg",3
"images/mountzirkel_2003_07_22_120000.jpg",1
"images/usof3_2017_12_23_120905.jpg",3
"images/spruceT2P20_2017_04_17_120906.jpg",0
"images/goodnow_2015_11_05_114506.jpg",1
"images/spruceA0EMT_2018_01_30_120406.jpg",3
"images/palamanui_2018_01_31_115106.jpg",1
"images/smokypurchase_2015_12_25_120117.jpg",3
"images/joycekilmer_2006_09_08_120000.jpg",2
"images/umichbiological2_2015_10_19_120003.jpg",1
"images/kansas_2013_10_21_120900.jpg",1
"images/turtleback_2012_10_22_120137.jpg",3
"images/spruceT2P20_2017_05_13_120906.jpg",0
"images/ahwahnee_2010_12_06_120000.jpg",0
"images/arbutuslake_2014_07_19_120133.jpg",2
"images/armoklahoma_2007_04_15_095718.jpg",0
"images/turtleback_2018_02_25_120145.jpg",0
"images/joshuatree_2017_09_29_120049.jpg",1
"images/siwetland_2017_01_03_114607.jpg",3
"images/segalittlemountain_2017_03_10_113937.jpg",1
"images/smokypurchase_2013_06_20_120449.jpg",2
"images/kamuela_2014_06_20_120144.jpg",2
"images/harvard_2013_01_08_120141.jpg",1
"images/appledore_2015_05_08_120006.jpg",0
"images/elverde_2016_04_08_113006.jpg",2
"images/shiningrock_2010_12_15_120500.jpg",2
"images/pasayten_2003_03_24_120000.jpg",1
"images/pointreyes_2007_08_08_100000.jpg",3
"images/NEON.D19.HEAL.DP1.00033_2018_02_15_120005.jpg",3
"images/imcrkridge1_2014_09_13_120609.jpg",1
"images/bartlett_2007_04_15_133605.jpg",3
"images/shermanpeak2_2011_10_02_120111.jpg",2
"images/nationalcapital_2011_10_22_120112.jpg",2
"images/NEON.D11.PRIN.DP1.20002_2017_06_27_120005.jpg",0
"images/uiefmiscanthus_2013_02_27_120000.jpg",3
"images/lethbridge_2016_08_27_113107.jpg",2
"images/nationalcapital_2010_06_03_120200.jpg",1
"images/sanjacinto_2003_10_26_120000.jpg",0
"images/smokylook_2010_08_05_120200.jpg",2
"images/bbc4_2016_02_20_120007.jpg",0
"images/sequoia_2017_08_29_120117.jpg",0
"images/sevilletagrass_2015_02_27_120008.jpg",3
"images/dollysods_2008_12_18_120000.jpg",3
"images/downerwoods_2016_01_20_120413.jpg",2
"images/turkeypointenf39_2016_06_23_120111.jpg",3
"images/howland1_2012_05_08_120144.jpg",2
"images/boundarywaters_2008_11_09_120000.jpg",3
"images/teddy_2004_11_28_140200.jpg",3
"images/shenandoah_2014_11_09_120106.jpg",1
"images/vaira_2013_11_06_120104.jpg",1
"images/arizonagrass_2009_03_07_122000.jpg",2
"images/uiefmiscanthus_2016_05_28_120000.jpg",3
"images/nationalcapital_2014_06_20_120048.jpg",0
"images/NEON.D06.MCDI.DP1.20002_2017_11_01_120005.jpg",0
"images/spruceT9P17_2016_10_07_114405.jpg",0
"images/tobiaspeak_2013_07_06_120300.jpg",0
"images/harvardhemlock_2011_07_20_120142.jpg",0
"images/sanjacinto_2015_01_16_120059.jpg",1
"images/asa_2011_02_11_120000.jpg",3
"images/teddy_2005_08_19_130000.jpg",2
"images/breckenridge_2012_08_16_120018.jpg",1
"images/uiefprairie_2010_09_22_122056.jpg",1
"images/manilacotton_2017_04_26_121406.jpg",2
"images/boundarywaters_2005_12_18_120000.jpg",1
"images/canadaOBS_2014_03_28_120132.jpg",0
"images/boundarywaters_2010_04_25_120100.jpg",3
"images/kelloggmiscanthus_2015_11_30_120043.jpg",2
"images/turtleback_2016_09_11_120112.jpg",0
"images/greenridge1_2017_09_29_114506.jpg",1
"images/jernort_2015_07_31_120006.jpg",1
"images/ahwahnee_2013_12_11_120012.jpg",0
"images/barrocolorado2_2015_06_27_120105.jpg",3
"images/hubbardbrook_2017_09_09_120109.jpg",1
"images/kingmanfarm_2016_09_20_121705.jpg",1
"images/windriver_2015_02_26_120135.jpg",3
"images/dollysods_2013_05_20_120157.jpg",3
"images/coville_2014_04_04_113444.jpg",3
"images/nationalcapital_2018_02_18_120130.jpg",2
"images/NEON.D05.TREE.DP1.00033_2017_12_10_120006.jpg",3
"images/bostonu_2015_10_15_120104.jpg",0
"images/windriverunderstory_2016_12_30_120137.jpg",0
"images/readingma_2016_01_07_120104.jpg",1
"images/harvardlph_2013_05_31_114516.jpg",1
"images/arsmnswanlake1_2017_09_04_120009.jpg",2
"images/caryinstitute_2015_02_08_114949.jpg",2
"images/armoklahoma_2010_01_21_095535.jpg",3
"images/dukehw_2015_10_21_120110.jpg",1
"images/joycekilmer_2012_11_30_120123.jpg",3
"images/olympic_2010_09_08_120200.jpg",3
"images/westpond_2018_01_13_114500.jpg",3
"images/ibp0_2013_08_06_120000.jpg",1
"images/shiningrock_2016_12_17_120129.jpg",3
"images/tonnersjoheden2_2017_04_19_120000.jpg",1
"images/smokylook_2008_03_14_140000.jpg",3
"images/arsltarmdcr_2018_03_27_115105.jpg",3
"images/underhill_2011_06_16_120100.jpg",0
"images/smokylook_2013_04_22_130349.jpg",1
"images/bostoncommon_2016_02_04_115743.jpg",0
"images/cperagm_2017_05_25_120007.jpg",2
"images/ibp_2015_05_11_120007.jpg",0
"images/hubbardbrooksfws_2017_05_07_120002.jpg",3
"images/monture_2011_10_07_120000.jpg",3
"images/grandcanyon_2014_12_18_120044.jpg",2
"images/hubbardbrooknfws_2013_10_25_121504.jpg",3
"images/turtleback_2017_08_21_120134.jpg",2
"images/turkeypointenf02_2015_05_04_113129.jpg",0
"images/caryinstitute_2010_02_25_122812.jpg",1
"images/westpond_2014_08_15_114500.jpg",0
"images/dollysods_2012_01_07_120130.jpg",3
"images/bigbend_2006_07_27_130000.jpg",2
"images/northattleboroma_2014_10_15_160102.jpg",2
"images/torgnon-nd_2016_04_19_120000.jpg",0
"images/bostoncommon_2013_04_11_120539.jpg",0
"images/monture_2015_03_24_120042.jpg",2
"images/NEON.D10.RMNP.DP1.00033_2017_01_20_120005.jpg",1
"images/NEON.D06.KONZ.DP1.00042_2017_03_17_120005.jpg",0
"images/NEON.D07.GRSM.DP1.00042_2018_02_09_120006.jpg",0
"images/morganmonroe_2011_02_27_113136.jpg",1
"images/harvardbarn_2015_08_16_120103.jpg",1
"images/mammothcave_2013_10_19_120041.jpg",3
"images/NEON.D13.WLOU.DP1.20002_2017_12_24_120005.jpg",0
"images/northcascades_2004_08_16_130000.jpg",0
"images/torgnon-nd_2013_04_16_120000.jpg",1
"images/spruceT4P04E_2017_12_21_114605.jpg",0
"images/NEON.D02.SERC.DP1.00033_2016_12_25_120006.jpg",1
"images/elverde_2018_02_13_120006.jpg",2
"images/ibp0_2012_07_31_120000.jpg",1
"images/mead1_2016_10_09_114606.jpg",0
"images/ahwahnee_2014_05_24_120002.jpg",1
"images/mammothcave_2011_03_17_120100.jpg",1
"images/teddy_2002_12_07_140200.jpg",0
"images/kendall_2016_04_01_120110.jpg",1
"images/harvardhemlock_2017_08_21_120144.jpg",1
"images/howland1_2012_05_02_120140.jpg",3
"images/parkridge_2013_12_26_120052.jpg",0
"images/aguatibiaeast_2011_08_05_110000.jpg",0
"images/upperbuffalo_2005_11_09_120000.jpg",3
"images/mountzirkel_2007_06_13_120000.jpg",2
"images/poudreriver_2015_11_27_120007.jpg",2
"images/missouriozarks_2013_06_07_120111.jpg",2
