"files","label"
"images/harvardhemlock2_2016_05_30_120005.jpg",1
"images/kamuela_2014_08_23_120145.jpg",0
"images/bridger_2011_03_06_120000.jpg",2
"images/jasperridge_2017_10_09_114706.jpg",0
"images/ahwahnee_2015_01_02_120010.jpg",0
"images/jerbajada_2016_12_03_120006.jpg",0
"images/cucamongasouth_2013_04_05_120132.jpg",0
"images/NEON.D10.CPER.DP1.00033_2018_04_14_120006.jpg",0
"images/breckenridge_2017_05_16_120024.jpg",0
"images/turkeypointenf74_2013_02_10_120111.jpg",1
"images/usgsreston_2013_11_30_120113.jpg",0
"images/howland1_2013_11_21_120143.jpg",0
"images/smokylook_2000_12_31_150000.jpg",0
"images/arsmnswanlake1_2017_03_31_120009.jpg",0
"images/glacier_2008_10_05_121700.jpg",0
"images/oregonYP_2012_08_01_043844.jpg",0
"images/missouriozarks_2012_09_03_120111.jpg",0
"images/luckyhills_2018_01_25_115406.jpg",0
"images/mammothcave_2012_08_13_120059.jpg",0
"images/sequoia_2014_10_17_120111.jpg",0
"images/turkeypointdbf_2013_11_27_120112.jpg",2
"images/grandcanyon_2004_01_11_120000.jpg",0
"images/NEON.D10.CPER.DP1.00042_2016_12_07_120005.jpg",3
"images/thompsonfarm_2010_05_18_120600.jpg",0
"images/NEON.D08.LENO.DP1.00033_2017_06_13_120005.jpg",0
"images/olympic_2009_06_15_130300.jpg",0
"images/underhill_2011_04_27_120200.jpg",0
"images/northcascades_2004_08_03_130000.jpg",0
"images/kelloggcorn2_2016_09_16_120031.jpg",0
"images/spruceA0EMT_2015_03_27_120006.jpg",0
"images/burdettericec_2018_01_24_115607.jpg",0
"images/harvardbarn_2015_01_11_120103.jpg",1
"images/mountranier_2005_12_29_100000.jpg",3
"images/laurentides_2018_01_10_120113.jpg",2
"images/bbc6_2016_09_08_120006.jpg",0
"images/kansas_2014_03_15_120900.jpg",0
"images/NEON.D05.UNDE.DP1.00042_2017_10_31_120005.jpg",2
"images/jernwern_2017_12_26_120305.jpg",0
"images/oakridge2_2010_04_30_122000.jpg",0
"images/umichbiological_2017_02_17_120004.jpg",1
"images/NEON.D10.RMNP.DP1.00042_2018_03_09_120006.jpg",1
"images/innsbruck_2015_10_15_120005.jpg",3
"images/snakerivermn_2010_11_04_120000.jpg",0
"images/konza_2016_04_03_120105.jpg",0
"images/woodshole_2017_12_15_120223.jpg",0
"images/mammothcave_2005_04_04_120000.jpg",0
"images/appledore_2014_03_10_120010.jpg",0
"images/smokylook_2006_07_05_140000.jpg",0
"images/proctor_2016_08_03_114639.jpg",0
"images/teddy_2005_12_05_140000.jpg",3
"images/jerbajada_2017_03_18_120006.jpg",0
"images/uiefmaize_2012_11_21_120000.jpg",0
"images/willamettewheat_2016_04_13_120006.jpg",0
"images/uiefprairie_2017_07_24_120000.jpg",0
"images/worcester_2017_01_26_120136.jpg",1
"images/bullshoals_2017_06_26_120057.jpg",0
"images/bullshoals_2016_12_27_115954.jpg",0
"images/upperbuffalo_2007_10_20_120000.jpg",0
"images/huntington_2010_01_28_120138.jpg",1
"images/windriverunderstory_2016_09_01_120138.jpg",0
"images/sevilletashrub_2016_02_19_120007.jpg",0
"images/acadia_2014_08_15_120001.jpg",0
"images/kelloggcorn3_2016_06_15_120047.jpg",0
"images/oakridge2_2007_10_05_152000.jpg",0
"images/nist_2017_12_02_115505.jpg",0
"images/mounthood_2008_03_06_120000.jpg",1
"images/nationalcapital_2014_10_01_120049.jpg",0
"images/uiefmiscanthus_2016_11_30_120000.jpg",0
"images/shamrock_2009_04_08_120000.jpg",0
"images/joshuatree_2013_06_21_120231.jpg",0
"images/oakridge1_2014_07_09_122000.jpg",0
"images/hubbardbrooknfws_2013_03_29_121504.jpg",0
"images/marcell_2014_09_10_100208.jpg",0
"images/wolfesneckfarm_2018_01_29_115905.jpg",3
"images/harvardbarn2_2015_01_25_120303.jpg",1
"images/mandanh5_2017_10_18_120006.jpg",0
"images/marcell_2014_09_12_100007.jpg",0
"images/turkeypointenf74_2013_08_16_120111.jpg",0
"images/ncssm_2015_12_21_120104.jpg",0
"images/parkridge_2011_09_15_120127.jpg",0
"images/usmpj_2014_05_31_120108.jpg",0
"images/luckyhills_2016_07_30_120115.jpg",0
"images/tonzi_2013_10_10_120101.jpg",0
"images/armoklahoma_2008_04_13_095940.jpg",0
"images/shermanpeak2_2013_08_19_120209.jpg",0
"images/turkeypointenf39_2013_08_08_123117.jpg",0
"images/lethbridge_2012_01_23_120110.jpg",0
"images/oregonYP_2014_01_02_113331.jpg",0
"images/mounthood_2015_06_28_120045.jpg",0
"images/southerngreatplains_2012_06_15_120103.jpg",0
"images/harvardbarn_2014_01_19_120103.jpg",2
"images/borgocioffisouth_2018_02_20_120000.jpg",0
"images/burnssagebrush_2014_08_23_120108.jpg",0
"images/nationalelkrefuge_2015_08_27_120008.jpg",0
"images/smokylook_2011_03_17_120100.jpg",0
"images/kaweah_2010_07_29_120100.jpg",0
"images/uiefmaize_2010_06_01_114313.jpg",0
"images/silverton_2015_01_03_120110.jpg",0
"images/torgnon-nd_2012_03_13_120000.jpg",3
"images/coweeta_2014_06_14_120135.jpg",0
"images/dukehw_2016_05_23_120107.jpg",0
"images/northcascades_2006_05_20_130000.jpg",0
"images/elverde_2015_02_13_120008.jpg",0
"images/luckyhills_2013_09_25_120113.jpg",0
"images/konza_2015_07_16_120106.jpg",0
"images/bbc6_2017_03_04_120008.jpg",2
"images/humnokericec_2017_12_25_120005.jpg",0
"images/aguatibiaeast_2014_07_15_120002.jpg",0
"images/jernort_2015_12_06_120006.jpg",0
"images/eslm2_2017_01_19_120108.jpg",0
"images/sabinar_2017_01_16_120806.jpg",0
"images/howland1_2013_04_10_120143.jpg",0
"images/grandcanyon_2013_01_10_110125.jpg",0
"images/harvardbarn2_2015_02_27_120105.jpg",1
"images/canadaOBS_2017_06_13_120136.jpg",0
"images/worcester_2013_11_27_120135.jpg",0
"images/smokypurchase_2008_08_12_140000.jpg",0
